,Context,Reply
319,"Friend (Priyanka): Ohh.. these are the old ones only? 🤦🏻‍♀️
Sorry
Vipul said there are new roles for grads
Didn't realize it's the same

Meghana: 🤦🏾‍♀️🤦🏾‍♀️
How how👀

Friend (Priyanka): Enik vayya
Pretty pretty

Meghana: 🤭🤭🤭
Thenk you🤭

Friend (Priyanka): 😂😂😂

","It’s a huge clip that too😂😂
"
320,"Friend (Priyanka): Enik vayya
Pretty pretty

Meghana: 🤭🤭🤭
Thenk you🤭

Friend (Priyanka): 😂😂😂

Meghana: It’s a huge clip that too😂😂

Friend (Priyanka): My baby
I miss him 😭

","When I went day before yesterday too much Sneham he had for some reason 😂😂😂
"
321,"Friend (Priyanka): 😂😂😂

Meghana: It’s a huge clip that too😂😂

Friend (Priyanka): My baby
I miss him 😭

Meghana: When I went day before yesterday too much Sneham he had for some reason 😂😂😂

Friend (Priyanka): 😂
Alavaladi

","Just a few more months to go 🥂 
In less than a year you will be able to come back , until than video call vechu opikku👀😂
😂😂😂
"
322,"Friend (Priyanka): My baby
I miss him 😭

Meghana: When I went day before yesterday too much Sneham he had for some reason 😂😂😂

Friend (Priyanka): 😂
Alavaladi

Meghana: Just a few more months to go 🥂 
In less than a year you will be able to come back , until than video call vechu opikku👀😂
😂😂😂

Friend (Priyanka): Hmm.. end cheyana

","Video call👀
"
323,"Friend (Priyanka): 😂
Alavaladi

Meghana: Just a few more months to go 🥂 
In less than a year you will be able to come back , until than video call vechu opikku👀😂
😂😂😂

Friend (Priyanka): Hmm.. end cheyana

Meghana: Video call👀

Friend (Priyanka): I've asked chinnu chechi to send me his puppy videos

","Also, how come you are awake😮😮
Oh God🤩🤩 how did Chinnu lure him into posing like this?😂 What was in her hand?
"
324,"Friend (Priyanka): Hmm.. end cheyana

Meghana: Video call👀

Friend (Priyanka): I've asked chinnu chechi to send me his puppy videos

Meghana: Also, how come you are awake😮😮
Oh God🤩🤩 how did Chinnu lure him into posing like this?😂 What was in her hand?

Friend (Priyanka): No sleep
Anxiety 😅

","Stressed out?
"
325,"Friend (Priyanka): I've asked chinnu chechi to send me his puppy videos

Meghana: Also, how come you are awake😮😮
Oh God🤩🤩 how did Chinnu lure him into posing like this?😂 What was in her hand?

Friend (Priyanka): No sleep
Anxiety 😅

Meghana: Stressed out?

Friend (Priyanka): Obviously

","Job hunt?
"
326,"Friend (Priyanka): No sleep
Anxiety 😅

Meghana: Stressed out?

Friend (Priyanka): Obviously

Meghana: Job hunt?

Friend (Priyanka): Many things
Mostly

","Yen aayithu?😮
👂 👂
"
327,"Friend (Priyanka): Obviously

Meghana: Job hunt?

Friend (Priyanka): Many things
Mostly

Meghana: Yen aayithu?😮
👂 👂

Friend (Priyanka): That only re.. no positive responses
Don't know what I'm doing wrong

","It’s not because you are doing anything wrong... for some reason industry wants “experienced” analysts..something will come through
There is still time, don’t worry
I know it is super stressful, but try not to get affected okay... it is not your fault that Covid happened
Good things take time
Ippo stop thinking about it and sleep
Also, how’s Mahesh? Got to know his flatmate got tested positive
"
328,"Friend (Priyanka): Many things
Mostly

Meghana: Yen aayithu?😮
👂 👂

Friend (Priyanka): That only re.. no positive responses
Don't know what I'm doing wrong

Meghana: It’s not because you are doing anything wrong... for some reason industry wants “experienced” analysts..something will come through
There is still time, don’t worry
I know it is super stressful, but try not to get affected okay... it is not your fault that Covid happened
Good things take time
Ippo stop thinking about it and sleep
Also, how’s Mahesh? Got to know his flatmate got tested positive

Friend (Priyanka): Ok madam 😘
Was just talking to him
He is fine
Enjoy your Sunday

","Oh God🤩🤩🤩
He looks like a proper mallu boy 😍😍😍❤️
"
329,"Friend (Priyanka): That only re.. no positive responses
Don't know what I'm doing wrong

Meghana: It’s not because you are doing anything wrong... for some reason industry wants “experienced” analysts..something will come through
There is still time, don’t worry
I know it is super stressful, but try not to get affected okay... it is not your fault that Covid happened
Good things take time
Ippo stop thinking about it and sleep
Also, how’s Mahesh? Got to know his flatmate got tested positive

Friend (Priyanka): Ok madam 😘
Was just talking to him
He is fine
Enjoy your Sunday

Meghana: Oh God🤩🤩🤩
He looks like a proper mallu boy 😍😍😍❤️

Friend (Priyanka): hey
see if it lets u refer me to this
1300866

","Checking
I hadn’t referred you for this before no🤔
"
330,"Friend (Priyanka): Ok madam 😘
Was just talking to him
He is fine
Enjoy your Sunday

Meghana: Oh God🤩🤩🤩
He looks like a proper mallu boy 😍😍😍❤️

Friend (Priyanka): hey
see if it lets u refer me to this
1300866

Meghana: Checking
I hadn’t referred you for this before no🤔

Friend (Priyanka): Oh may be because I already applied

","Yeah, it says so here
"
331,"Friend (Priyanka): hey
see if it lets u refer me to this
1300866

Meghana: Checking
I hadn’t referred you for this before no🤔

Friend (Priyanka): Oh may be because I already applied

Meghana: Yeah, it says so here

Friend (Priyanka): In some companies, referral gets added automatically
It's ok

","As in🤔
"
332,"Friend (Priyanka): Oh may be because I already applied

Meghana: Yeah, it says so here

Friend (Priyanka): In some companies, referral gets added automatically
It's ok

Meghana: As in🤔

Friend (Priyanka): Though I've already submitted my resume, on top of it your referral gets added
Now I have to withdraw my application if you have to refer

","Oh angane😮
"
333,"Friend (Priyanka): In some companies, referral gets added automatically
It's ok

Meghana: As in🤔

Friend (Priyanka): Though I've already submitted my resume, on top of it your referral gets added
Now I have to withdraw my application if you have to refer

Meghana: Oh angane😮

Friend (Priyanka): So let it be

","But that won’t make a difference no🤔
"
334,"Friend (Priyanka): Though I've already submitted my resume, on top of it your referral gets added
Now I have to withdraw my application if you have to refer

Meghana: Oh angane😮

Friend (Priyanka): So let it be

Meghana: But that won’t make a difference no🤔

Friend (Priyanka): Does in Amazon
Don't know with Cisco 😅

","Oh😮
Yeah, even I’m not quit sure.. Ayyo, could have asked Shad on our one on one yesterday
"
335,"Friend (Priyanka): So let it be

Meghana: But that won’t make a difference no🤔

Friend (Priyanka): Does in Amazon
Don't know with Cisco 😅

Meghana: Oh😮
Yeah, even I’m not quit sure.. Ayyo, could have asked Shad on our one on one yesterday

Friend (Priyanka): What?

","He’s my manager, he will know about this no
You want that intuit girl’s details?
She might be on LinkedIn
"
336,"Friend (Priyanka): Does in Amazon
Don't know with Cisco 😅

Meghana: Oh😮
Yeah, even I’m not quit sure.. Ayyo, could have asked Shad on our one on one yesterday

Friend (Priyanka): What?

Meghana: He’s my manager, he will know about this no
You want that intuit girl’s details?
She might be on LinkedIn

Friend (Priyanka): Ya give

","JC only, two years junior to you
"
337,"Friend (Priyanka): What?

Meghana: He’s my manager, he will know about this no
You want that intuit girl’s details?
She might be on LinkedIn

Friend (Priyanka): Ya give

Meghana: JC only, two years junior to you

Friend (Priyanka): You know her directly rt

","No I dont😬
Oh wait, there is this guy I had talked to a couple of times...he is helpful...I’ll share his LinkedIn account
His number I don’t have on Themis phone I think
"
338,"Friend (Priyanka): Ya give

Meghana: JC only, two years junior to you

Friend (Priyanka): You know her directly rt

Meghana: No I dont😬
Oh wait, there is this guy I had talked to a couple of times...he is helpful...I’ll share his LinkedIn account
His number I don’t have on Themis phone I think

Friend (Priyanka): 👍🏼

","
I personally know this friend in Microsoft also
Should I ask him?
"
339,"Friend (Priyanka): You know her directly rt

Meghana: No I dont😬
Oh wait, there is this guy I had talked to a couple of times...he is helpful...I’ll share his LinkedIn account
His number I don’t have on Themis phone I think

Friend (Priyanka): 👍🏼

Meghana: 
I personally know this friend in Microsoft also
Should I ask him?

Friend (Priyanka): Microsoft India?

","Yeah😬
"
340,"Friend (Priyanka): 👍🏼

Meghana: 
I personally know this friend in Microsoft also
Should I ask him?

Friend (Priyanka): Microsoft India?

Meghana: Yeah😬

Friend (Priyanka): It's ok.. I didn't see any postings in ms India

","Oh wait, one of Shashank’s friends is in Microsoft US
Should I ask him to ask him🤔
"
341,"Friend (Priyanka): Microsoft India?

Meghana: Yeah😬

Friend (Priyanka): It's ok.. I didn't see any postings in ms India

Meghana: Oh wait, one of Shashank’s friends is in Microsoft US
Should I ask him to ask him🤔

Friend (Priyanka): I have friends in Microsoft here

","Oh, then wokay
"
342,"Friend (Priyanka): It's ok.. I didn't see any postings in ms India

Meghana: Oh wait, one of Shashank’s friends is in Microsoft US
Should I ask him to ask him🤔

Friend (Priyanka): I have friends in Microsoft here

Meghana: Oh, then wokay

Friend (Priyanka): I thought Intuit will have roles in India

","You ask this guy
"
343,"Friend (Priyanka): I have friends in Microsoft here

Meghana: Oh, then wokay

Friend (Priyanka): I thought Intuit will have roles in India

Meghana: You ask this guy

Friend (Priyanka): Sent a request to this guy

","you can’t message without sending request?
"
344,"Friend (Priyanka): I thought Intuit will have roles in India

Meghana: You ask this guy

Friend (Priyanka): Sent a request to this guy

Meghana: you can’t message without sending request?

Friend (Priyanka): I guess we can
I'll text

","Yeah, just text once
"
345,"Friend (Priyanka): Sent a request to this guy

Meghana: you can’t message without sending request?

Friend (Priyanka): I guess we can
I'll text

Meghana: Yeah, just text once

Friend (Priyanka): 👍🏼
Omg
Did you color your hair?

","No no, I didn’t...don’t know why it looks like this in the picture 🤔
"
346,"Friend (Priyanka): I guess we can
I'll text

Meghana: Yeah, just text once

Friend (Priyanka): 👍🏼
Omg
Did you color your hair?

Meghana: No no, I didn’t...don’t know why it looks like this in the picture 🤔

Friend (Priyanka): I'll call back in sometime?
They are still there?

","No no, they just left, but things kind of escalated today
Yeah, call when you get free
"
347,"Friend (Priyanka): 👍🏼
Omg
Did you color your hair?

Meghana: No no, I didn’t...don’t know why it looks like this in the picture 🤔

Friend (Priyanka): I'll call back in sometime?
They are still there?

Meghana: No no, they just left, but things kind of escalated today
Yeah, call when you get free

Friend (Priyanka): Hey
Chinnu chechi didn't want to talk about it or talk to me
Check on her once if possible today
Or give a call

","Oh😮
Yeah, I’ll go there and work today then
Will go there in a while
"
348,"Friend (Priyanka): I'll call back in sometime?
They are still there?

Meghana: No no, they just left, but things kind of escalated today
Yeah, call when you get free

Friend (Priyanka): Hey
Chinnu chechi didn't want to talk about it or talk to me
Check on her once if possible today
Or give a call

Meghana: Oh😮
Yeah, I’ll go there and work today then
Will go there in a while

Friend (Priyanka): 👍🏼 I'll wake up tomorrow and give her a call
👍🏼

","Hn, try calling her once you wake up tomorrow
"
349,"Friend (Priyanka): Hey
Chinnu chechi didn't want to talk about it or talk to me
Check on her once if possible today
Or give a call

Meghana: Oh😮
Yeah, I’ll go there and work today then
Will go there in a while

Friend (Priyanka): 👍🏼 I'll wake up tomorrow and give her a call
👍🏼

Meghana: Hn, try calling her once you wake up tomorrow

Friend (Priyanka): Stay there if you want

","Yeah, that’s what even I thought
"
350,"Friend (Priyanka): 👍🏼 I'll wake up tomorrow and give her a call
👍🏼

Meghana: Hn, try calling her once you wake up tomorrow

Friend (Priyanka): Stay there if you want

Meghana: Yeah, that’s what even I thought

Friend (Priyanka): Ya

","Will plan trip for October 2nd n all
"
351,"Friend (Priyanka): Stay there if you want

Meghana: Yeah, that’s what even I thought

Friend (Priyanka): Ya

Meghana: Will plan trip for October 2nd n all

Friend (Priyanka): Cool 🙂
Velliachan said he will take her to meet a counselor suggested by ashok doc
Let's see

","Yeah, he was telling father..but she said she wouldn’t go with them or something it seems
Should see, hope she agrees
"
352,"Friend (Priyanka): Ya

Meghana: Will plan trip for October 2nd n all

Friend (Priyanka): Cool 🙂
Velliachan said he will take her to meet a counselor suggested by ashok doc
Let's see

Meghana: Yeah, he was telling father..but she said she wouldn’t go with them or something it seems
Should see, hope she agrees

Friend (Priyanka): This time I'll make sure she does
Last time I took her word for it that she will figure it out

","Yeah,somehow you try convincing her
"
353,"Friend (Priyanka): Cool 🙂
Velliachan said he will take her to meet a counselor suggested by ashok doc
Let's see

Meghana: Yeah, he was telling father..but she said she wouldn’t go with them or something it seems
Should see, hope she agrees

Friend (Priyanka): This time I'll make sure she does
Last time I took her word for it that she will figure it out

Meghana: Yeah,somehow you try convincing her

Friend (Priyanka): Hmm
Thanks babe 😘
Appo goodnight

","🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️
Good night
See you😘
"
354,"Friend (Priyanka): This time I'll make sure she does
Last time I took her word for it that she will figure it out

Meghana: Yeah,somehow you try convincing her

Friend (Priyanka): Hmm
Thanks babe 😘
Appo goodnight

Meghana: 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️
Good night
See you😘

Friend (Priyanka): Cya

","🤭🤭🤭🤭
I didn’t intend to pose like that though
Should I post this?🤔
"
